class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
pasV,0.2514858841896057,0.7099339962005615,4.2615749862306984e-07,0.336459755897522,0.6947034597396851,-0.03199757635593414,0.4094507396221161,0.6285353302955627,-0.037847455590963364,0.458352267742157,0.5463221073150635,-0.042106322944164276,0.5041009187698364,0.4961148500442505,-0.044795602560043335,0.41261330246925354,0.4998861253261566,0.005588856991380453,0.4486827552318573,0.4043307900428772,-0.00807115063071251,0.46445828676223755,0.34593942761421204,-0.025056811049580574,0.4774754047393799,0.29093945026397705,-0.038368891924619675,0.37796473503112793,0.467483788728714,0.008953394368290901,0.41940099000930786,0.3646814227104187,-0.002626682398840785,0.4414166510105133,0.2981818914413452,-0.020098792389035225,0.4595813751220703,0.23904725909233093,-0.03337154909968376,0.3381795883178711,0.45547229051589966,0.005913291126489639,0.37819287180900574,0.36025458574295044,-0.008515283465385437,0.40318191051483154,0.30320608615875244,-0.020810246467590332,0.4240998327732086,0.25372374057769775,-0.02899499237537384,0.29051077365875244,0.45669475197792053,-0.0009921431774273515,0.3235926628112793,0.3829837441444397,-0.01470657717436552,0.3466452658176422,0.338055819272995,-0.02035622112452984,0.3685237467288971,0.295356810092926,-0.02337377332150936
pasV,0.2741932272911072,0.6627498865127563,4.1208807033399353e-07,0.35709840059280396,0.6362156867980957,-0.03227229043841362,0.42852482199668884,0.5612853765487671,-0.0399845615029335,0.4651683270931244,0.4693950116634369,-0.04581238329410553,0.506406307220459,0.41258296370506287,-0.05022789165377617,0.42151570320129395,0.431219220161438,-0.001440710388123989,0.45181211829185486,0.33268195390701294,-0.018890684470534325,0.4642900824546814,0.27204927802085876,-0.03764025866985321,0.4733053743839264,0.2151910364627838,-0.05156633257865906,0.3829434812068939,0.4012073874473572,0.0008741754572838545,0.4180940091609955,0.2960570454597473,-0.01392302755266428,0.43557488918304443,0.22698800265789032,-0.031915102154016495,0.44937488436698914,0.1636199653148651,-0.04488309845328331,0.3423618674278259,0.3932880759239197,-0.0027958506252616644,0.37688925862312317,0.2951454520225525,-0.019533740356564522,0.3984660506248474,0.2360849380493164,-0.031025057658553123,0.41629040241241455,0.18279001116752625,-0.03810367360711098,0.29336851835250854,0.40082454681396484,-0.010157293640077114,0.3214270770549774,0.3238202929496765,-0.02512369677424431,0.34222283959388733,0.27715763449668884,-0.029740991070866585,0.3611982464790344,0.23224282264709473,-0.03140868619084358
pasV,0.4207878112792969,0.90497887134552,2.563275813827204e-07,0.5028451085090637,0.8954758644104004,-0.019399067386984825,0.5759342312812805,0.8544520139694214,-0.025057505816221237,0.6343085169792175,0.8163180947303772,-0.0327753946185112,0.6855258941650391,0.8085830807685852,-0.03899294510483742,0.603633463382721,0.7153986692428589,0.02349899150431156,0.6435010433197021,0.6477480530738831,0.010992991738021374,0.6637706160545349,0.6122424006462097,-0.008115571923553944,0.681534469127655,0.581458568572998,-0.022667139768600464,0.5755624771118164,0.6815507411956787,0.020077994093298912,0.6196064352989197,0.6066290736198425,0.01173329446464777,0.6436466574668884,0.565899133682251,-0.0042335111647844315,0.66629958152771,0.5305676460266113,-0.01664031110703945,0.5392835736274719,0.6617739200592041,0.010232262313365936,0.5814696550369263,0.5905508399009705,-0.00010271288192598149,0.6054602861404419,0.5587022304534912,-0.008516865782439709,0.6286082863807678,0.5321396589279175,-0.014557705260813236,0.49279260635375977,0.6538091897964478,-0.0032807798124849796,0.5289044976234436,0.5971335172653198,-0.010392572730779648,0.5508959293365479,0.5679768323898315,-0.010342451743781567,0.5724347233772278,0.5402942299842834,-0.010154055431485176
pasV,0.4384635090827942,0.9102135896682739,3.398280910005269e-07,0.5179022550582886,0.9205824732780457,-0.023114891722798347,0.5946914553642273,0.8913924098014832,-0.029450777918100357,0.6544804573059082,0.8527126312255859,-0.03624536469578743,0.7049949169158936,0.8496623039245605,-0.04180474951863289,0.6214943528175354,0.755506694316864,0.01165324728935957,0.6683657765388489,0.6921581625938416,-0.0003609613631851971,0.6906062960624695,0.6463088393211365,-0.017308754846453667,0.7075612545013428,0.6026217341423035,-0.03061215952038765,0.5962204933166504,0.7177295684814453,0.010591650381684303,0.648343026638031,0.6483202576637268,0.0017633442766964436,0.6753811836242676,0.6008182764053345,-0.012718144804239273,0.6969577670097351,0.5577409863471985,-0.023695601150393486,0.562623143196106,0.6942974328994751,0.00403977744281292,0.6098353862762451,0.6264503002166748,-0.00597953237593174,0.6382145881652832,0.5865663290023804,-0.014202644117176533,0.6616659164428711,0.5501591563224792,-0.020153405144810677,0.5172512531280518,0.6814980506896973,-0.006144537124782801,0.5534452795982361,0.6275089979171753,-0.01426058541983366,0.5766305923461914,0.5941617488861084,-0.015152018517255783,0.5979563593864441,0.562039315700531,-0.015209822915494442
pasV,0.5500667691230774,0.809422492980957,3.626804243594961e-07,0.6208846569061279,0.817518949508667,-0.019724363461136818,0.6903749108314514,0.7906913161277771,-0.023540282621979713,0.740541934967041,0.752885639667511,-0.027003638446331024,0.7823323011398315,0.743706464767456,-0.029304631054401398,0.6994132399559021,0.6672213077545166,0.008992812596261501,0.7365492582321167,0.6050755977630615,0.0010355687700212002,0.7530372738838196,0.5648919343948364,-0.011049804277718067,0.7652458548545837,0.5268274545669556,-0.020387185737490654,0.6741383075714111,0.6345033049583435,0.009129174053668976,0.7158995270729065,0.5653619766235352,0.0038163342978805304,0.73788982629776,0.5206688642501831,-0.007253151386976242,0.7541070580482483,0.4820712208747864,-0.015374061651527882,0.6432761549949646,0.6159747838973999,0.0048702554777264595,0.6803961396217346,0.549212634563446,-0.0019343325402587652,0.7033135890960693,0.5108141899108887,-0.008452062495052814,0.7212914228439331,0.4787499010562897,-0.01281026192009449,0.6038217544555664,0.6067882776260376,-0.0022255037911236286,0.6325568556785583,0.5530015826225281,-0.007592265959829092,0.6514093279838562,0.5227670669555664,-0.0074284751899540424,0.6687435507774353,0.49654486775398254,-0.006484779994934797
pasV,0.5292728543281555,0.7801076173782349,3.0110004445305094e-07,0.5971509218215942,0.751663327217102,-0.01443101279437542,0.6509491801261902,0.6967648863792419,-0.01869087666273117,0.6930649876594543,0.6527271270751953,-0.02496594563126564,0.7343165278434753,0.6370211243629456,-0.030942969024181366,0.6405735015869141,0.5805909037590027,0.01555407140403986,0.6621453166007996,0.5103549361228943,0.0018407501047477126,0.6750467419624329,0.4699113965034485,-0.015217220410704613,0.6868197321891785,0.43399471044540405,-0.02808380499482155,0.6148924231529236,0.5612061619758606,0.00983932800590992,0.641789972782135,0.4809980094432831,-0.0027903562877327204,0.6596510410308838,0.4324689507484436,-0.01916826143860817,0.6778506636619568,0.3907674252986908,-0.031115170568227768,0.5834839344024658,0.5545681118965149,-0.0010424403008073568,0.6096859574317932,0.4762551188468933,-0.016391457989811897,0.6300398707389832,0.43277788162231445,-0.028656255453824997,0.6508986949920654,0.39694690704345703,-0.0364665612578392,0.5440924763679504,0.5591044425964355,-0.014170639216899872,0.564349353313446,0.49886250495910645,-0.02798689529299736,0.5794598460197449,0.46066898107528687,-0.03433002904057503,0.5963990688323975,0.42497825622558594,-0.038207318633794785
pasV,0.49211326241493225,0.7579254508018494,2.6059191782223934e-07,0.5565723180770874,0.7284746170043945,-0.015838686376810074,0.6114938855171204,0.6472930908203125,-0.0201279204338789,0.6480509638786316,0.5933402180671692,-0.02539321966469288,0.6850166916847229,0.5770754218101501,-0.030514143407344818,0.5902777910232544,0.5401498675346375,-0.0006450386135838926,0.6021374464035034,0.4594036340713501,-0.01797953061759472,0.6039684414863586,0.40657559037208557,-0.035500045865774155,0.6021143198013306,0.364906907081604,-0.047807756811380386,0.5541601181030273,0.5271028876304626,-0.005793203134089708,0.5709986686706543,0.44297313690185547,-0.02257760427892208,0.5737862586975098,0.3899954557418823,-0.03837020695209503,0.5726708173751831,0.35196030139923096,-0.048579663038253784,0.5164785385131836,0.5281182527542114,-0.014772885479032993,0.5327169299125671,0.4526652693748474,-0.03198034316301346,0.5408860445022583,0.40967294573783875,-0.041532307863235474,0.5454532504081726,0.37813785672187805,-0.046689387410879135,0.4762931168079376,0.5435370802879333,-0.026107504963874817,0.4952887296676636,0.48691752552986145,-0.041115645319223404,0.5073918700218201,0.45054328441619873,-0.046271469444036484,0.5177701711654663,0.420695960521698,-0.04855423420667648
pasV,0.3517170548439026,0.8081378936767578,3.294884152182931e-07,0.42005473375320435,0.7779269218444824,-0.029657218605279922,0.47290393710136414,0.6954944133758545,-0.03715754300355911,0.5054146647453308,0.6160761117935181,-0.04291164502501488,0.5458418726921082,0.5764210224151611,-0.04733974486589432,0.43594998121261597,0.565157949924469,-0.0014128908514976501,0.44230324029922485,0.47658663988113403,-0.012507970444858074,0.44170621037483215,0.42342305183410645,-0.026901056990027428,0.4404207468032837,0.3748856484889984,-0.03920341283082962,0.3986603915691376,0.5502222776412964,0.001134552643634379,0.40699705481529236,0.4509202241897583,-0.009182222187519073,0.40972408652305603,0.38836127519607544,-0.023698952049016953,0.41150668263435364,0.3345526456832886,-0.035146549344062805,0.36298125982284546,0.5558472871780396,-0.0015211220597848296,0.37266451120376587,0.4618162512779236,-0.01429692655801773,0.37946686148643494,0.4051186740398407,-0.02556435950100422,0.38464945554733276,0.3549381494522095,-0.03372396528720856,0.32480713725090027,0.5765599012374878,-0.007757298182696104,0.33323386311531067,0.5030907988548279,-0.020441535860300064,0.3398156762123108,0.45674073696136475,-0.026777023449540138,0.3473588526248932,0.4096185266971588,-0.031139569357037544
pasV,0.34990379214286804,0.8063313961029053,3.4287501193830394e-07,0.41798800230026245,0.7786610126495361,-0.028929350897669792,0.4735799729824066,0.6997168064117432,-0.035958182066679,0.5093947052955627,0.6212974190711975,-0.04124836623668671,0.5502763986587524,0.5824868679046631,-0.04506637901067734,0.4416411817073822,0.5679746866226196,0.00024454196682199836,0.4518436789512634,0.48049116134643555,-0.01022310834378004,0.4535757303237915,0.4281435012817383,-0.024473873898386955,0.45460212230682373,0.37963587045669556,-0.03663032874464989,0.4051281809806824,0.550216555595398,0.002666209591552615,0.417805016040802,0.4509730339050293,-0.006436790805310011,0.4237271249294281,0.3892069458961487,-0.020057449117302895,0.42861899733543396,0.33605337142944336,-0.030859369784593582,0.3693522810935974,0.5533650517463684,-0.00014601282600779086,0.3812454342842102,0.45987242460250854,-0.01171005517244339,0.3900589942932129,0.40511560440063477,-0.021682126447558403,0.39704036712646484,0.3568209707736969,-0.028980478644371033,0.33113324642181396,0.5716383457183838,-0.006594222504645586,0.34164196252822876,0.49892693758010864,-0.017903435975313187,0.34950366616249084,0.45415082573890686,-0.022822456434369087,0.35829269886016846,0.40867701172828674,-0.026170169934630394
pasV,0.3483505845069885,0.8058375120162964,4.1859840393954073e-07,0.4168933928012848,0.7839093208312988,-0.03323008865118027,0.4763420522212982,0.7116798162460327,-0.04241139069199562,0.5152119994163513,0.6363676190376282,-0.0490967221558094,0.5587370991706848,0.5988455414772034,-0.05409855768084526,0.44772040843963623,0.5713382959365845,-0.002925343345850706,0.4642961025238037,0.48472851514816284,-0.014946972019970417,0.4691474139690399,0.4316900968551636,-0.030083291232585907,0.47221121191978455,0.3838682472705841,-0.04219118505716324,0.4108567535877228,0.5527876615524292,0.0014489664463326335,0.43102121353149414,0.45519959926605225,-0.008371244184672832,0.44115033745765686,0.393180251121521,-0.021776016801595688,0.44906550645828247,0.34207311272621155,-0.03178375959396362,0.3734397292137146,0.5551108717918396,5.798078200314194e-05,0.3877556025981903,0.4616190195083618,-0.012465400621294975,0.39706867933273315,0.4063979983329773,-0.02232207916676998,0.4045773148536682,0.3594643473625183,-0.02880004607141018,0.3331018090248108,0.5729707479476929,-0.005338092800229788,0.3454186022281647,0.4984744191169739,-0.016977466642856598,0.35423386096954346,0.45400387048721313,-0.021443312987685204,0.3636981248855591,0.41017842292785645,-0.023982832208275795
